12.7	1.293
13.	1.289
14.	1.27
15.	1.253
16.	1.237
17.	1.225
18.	1.207
19.	1.194
20.	1.17
30.	1.1
40.	1.085
50.	1.069
60.	1.052
70.	1.034
80.	1.017
90.	0.999
100.	0.982
110.	0.963
120.	0.943
130.	0.924
140.	0.904
150.	0.883
160.	0.862
170.	0.842
180.	0.82
190.	0.799
200.	0.778
210.	0.755
220.	0.733
230.	0.711
240.	0.689
250.	0.66
260.	0.643
270.	0.622
280.	0.598
290.	0.575
300.	0.553
306.2	0.5377
